PM ID,Entity,Class,Sentence id
23213178,decrease,ACTIVITY,2
23213178,decrease,ACTIVITY,3
23213178,quality,ACTIVITY,3
23213178,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,4
23213178,registered,ACTIVITY,5
23213178,increase,ACTIVITY,14
23213178,controlled,ACTIVITY,16
23267115,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23267115,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,1
23267115,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23267115,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23267115,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,3
23267115,induce,ACTIVITY,3
23267115,ethinyl estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,4
23267115,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23267115,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,title
23278645,sponsored,ACTIVITY,2
23278645,unique impacts,ACTIVITY,3
23303685,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,2
23303685,reduced,ACTIVITY,3
23303685,altered,ACTIVITY,3
23303685,induced,ACTIVITY,4
23303685,altered,ACTIVITY,4
23303685,annotated,ACTIVITY,6
23303685,immunoprecipitation,ACTIVITY,7
23303685,insulin receptor,TARGET,7
23303685,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,8
23303685,altered,ACTIVITY,8
23303685,infertility,ACTIVITY,8
23312110,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23312110,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23312110,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23312110,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23312110,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,5
23312110,phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,5
23312110,detected,ACTIVITY,6
23312110,phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,10
23312110,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,11
23312110,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,12
23312110,associated,ACTIVITY,12
23312110,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23314658,dibutyl phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,1
23314658,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23314658,alters,ACTIVITY,1
23314658,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,4
23314658,dibutyl phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,4
23314658,analysed,ACTIVITY,4
23314658,dibutyl phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,title
23314658,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23314658,alters,ACTIVITY,title
23326527,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,1
23326527,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,1
23326527,devoted,ACTIVITY,3
23326527,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,4
23326527,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,5
23326527,disruption,ACTIVITY,5
23326527,activity,ACTIVITY,5
23326527,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,6
23326527,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23326527,androstenedione,ENDOCRINE_DISRUPTING_CHEMICAL,6
23326527,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,6
23326527,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,vinclozolin,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,letrozole,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,7
23326527,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,title
23326527,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,title
23333513,brominated,ACTIVITY,1
23333513,brominated,ACTIVITY,2
23333513,indoor,ACTIVITY,3
23333513,alternate,ACTIVITY,5
23333513,serum,TARGET,7
23333513,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,7
23333513,serum,TARGET,8
23333513,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,8
23333513,decreased,ACTIVITY,9
23333513,increased,ACTIVITY,9
23333513,brominated,ACTIVITY,title
23337607,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23337607,dopamine,ENDOCRINE_DISRUPTING_CHEMICAL,1
23337607,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,2
23337607,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23337607,brain,TARGET,3
23337607,detrimental,ACTIVITY,3
23337607,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,4
23337607,brain,TARGET,4
23337607,investigate,ACTIVITY,4
23337607,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,5
23337607,dopamine,ENDOCRINE_DISRUPTING_CHEMICAL,5
23337607,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,6
23337607,dopamine,ENDOCRINE_DISRUPTING_CHEMICAL,7
23337607,decrease,ACTIVITY,7
23337607,reduction,ACTIVITY,7
23337607,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,8
23337607,dopamine,ENDOCRINE_DISRUPTING_CHEMICAL,8
23337607,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23337607,brain,TARGET,9
23337607,blood,TARGET,9
23337607,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23337607,dopamine,ENDOCRINE_DISRUPTING_CHEMICAL,title
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,1
23358194,disruption,ACTIVITY,1
23358194,herbicide,ENDOCRINE_DISRUPTING_CHEMICAL,2
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,2
23358194,decreased,ACTIVITY,3
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,4
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,5
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,6
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,7
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,8
23358194,increase,ACTIVITY,8
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,9
23358194,altered,ACTIVITY,9
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,11
23358194,increased,ACTIVITY,12
23358194,translated,ACTIVITY,12
23358194,upregulation,ACTIVITY,12
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,13
23358194,altered,ACTIVITY,13
23358194,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,title
23358194,disruption,ACTIVITY,title
23359474,dbp,ENDOCRINE_DISRUPTING_CHEMICAL,1
23359474,during,ACTIVITY,2
23359474,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,3
23359474,increases,ACTIVITY,5
23359474,increased,ACTIVITY,6
23359474,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,10
23359474,biomarkers,ACTIVITY,11
23359474,dbp,ENDOCRINE_DISRUPTING_CHEMICAL,title
23360585,activity,ACTIVITY,2
23360585,perfluorooctanoic acid,ENDOCRINE_DISRUPTING_CHEMICAL,3
23360585,blood,TARGET,6
23360585,affect,ACTIVITY,9
23360585,associated,ACTIVITY,10
23383213,regulation,ACTIVITY,1
23383213,changes,ACTIVITY,2
23383213,changes,ACTIVITY,5
23383213,edcs,ENDOCRINE_DISRUPTING_CHEMICAL,6
23383213,alter,ACTIVITY,6
23383213,induce,ACTIVITY,10
23383213,regulation,ACTIVITY,title
23416456,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23416456,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23416456,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23416456,increased,ACTIVITY,2
23416456,deposition,ACTIVITY,2
23416456,decreased,ACTIVITY,5
23416456,decreased,ACTIVITY,6
23416456,associated,ACTIVITY,8
23416456,increased,ACTIVITY,9
23416456,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,10
23416456,decreased,ACTIVITY,10
23416456,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23425943,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23425943,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23425943,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23425943,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23425943,changes,ACTIVITY,4
23425943,induced,ACTIVITY,4
23425943,submitted,ACTIVITY,6
23425943,liver,TARGET,9
23425943,serum,TARGET,9
23425943,discriminated,ACTIVITY,9
23425943,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,11
23425943,brain,TARGET,11
23425943,disrupt,ACTIVITY,11
23425943,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23429042,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23429042,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
23429042,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23429042,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23429042,is,ACTIVITY,2
23429042,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23429042,increased,ACTIVITY,7
23429042,abolished,ACTIVITY,8
23429042,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,9
23429042,reduced,ACTIVITY,9
23429042,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23429042,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
23442312,cytochrome p450,TARGET,4
23442312,estriol,ENDOCRINE_DISRUPTING_CHEMICAL,11
23454450,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,1
23454450,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,1
23454450,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,1
23454450,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,2
23454450,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,2
23454450,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23454450,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,4
23454450,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,4
23454450,increases,ACTIVITY,4
23454450,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,6
23454450,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23454450,sensitivity,ACTIVITY,7
23454450,altered,ACTIVITY,7
23454450,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,title
23454450,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,title
23454450,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,title
23457122,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23457122,estrogen receptor,TARGET,1
23457122,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
23457122,alters,ACTIVITY,1
23457122,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23457122,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23457122,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,4
23457122,estrogen receptor,TARGET,4
23457122,masculinizing,ACTIVITY,4
23457122,alters,ACTIVITY,5
23457122,ethinyl estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23457122,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23457122,brain,TARGET,10
23457122,brain,TARGET,11
23457122,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,11
23457122,altered,ACTIVITY,11
23457122,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23457122,estrogen receptor,TARGET,title
23457122,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
23457122,alters,ACTIVITY,title
23469879,phenols,ENDOCRINE_DISRUPTING_CHEMICAL,1
23469879,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,triclosan,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,butyl paraben,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,methyl paraben,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,phenols,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,"2,4-dichlorophenol",ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,propyl paraben,ENDOCRINE_DISRUPTING_CHEMICAL,5
23469879,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,7
23469879,phenols,ENDOCRINE_DISRUPTING_CHEMICAL,title
23504772,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,3
23504772,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,4
23504772,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,5
23504772,estrogen receptor alpha,TARGET,6
23504772,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,6
23504772,increases,ACTIVITY,8
23512307,dichlorodiphenyltrichloroethane,ENDOCRINE_DISRUPTING_CHEMICAL,2
23512307,serum,TARGET,6
23512307,increased,ACTIVITY,9
23525218,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,1
23525218,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,2
23525218,increasing,ACTIVITY,3
23525218,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23525218,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23525218,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,6
23525218,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,8
23525218,increased,ACTIVITY,8
23525218,altered,ACTIVITY,9
23525218,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,11
23525218,alters,ACTIVITY,11
23525218,bisphenol-a,ENDOCRINE_DISRUPTING_CHEMICAL,title
23542816,phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,1
23542816,phthalate esters,ENDOCRINE_DISRUPTING_CHEMICAL,3
23542816,pes,ENDOCRINE_DISRUPTING_CHEMICAL,3
23542816,phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,7
23542816,phthalate,ENDOCRINE_DISRUPTING_CHEMICAL,title
23548758,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23548758,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23555028,4-tert-octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23555028,interactions,ACTIVITY,1
23555028,infertility,ACTIVITY,1
23555028,octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23555028,4-tert-octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23555028,octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23555028,"2,3,4-trichlorophenol",ENDOCRINE_DISRUPTING_CHEMICAL,3
23555028,"2,4,5-trichlorophenol",ENDOCRINE_DISRUPTING_CHEMICAL,3
23555028,interactions,ACTIVITY,3
23555028,phenols,ENDOCRINE_DISRUPTING_CHEMICAL,6
23555028,increased,ACTIVITY,6
23555028,infertility,ACTIVITY,6
23555028,increase,ACTIVITY,8
23555028,increasing,ACTIVITY,8
23555028,interactions,ACTIVITY,9
23555028,4-tert-octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23555028,interactions,ACTIVITY,title
23555028,infertility,ACTIVITY,title
23592748,disruption,ACTIVITY,1
23592748,changes,ACTIVITY,3
23592748,alterations,ACTIVITY,4
23592748,changes,ACTIVITY,4
23592748,estradiol benzoate,ENDOCRINE_DISRUPTING_CHEMICAL,5
23592748,injected,ACTIVITY,5
23592748,benzoate,ACTIVITY,5
23592748,serum,TARGET,8
23592748,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,8
23592748,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,8
23592748,estradiol benzoate,ENDOCRINE_DISRUPTING_CHEMICAL,9
23592748,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,9
23592748,benzoate,ACTIVITY,9
23592748,increased,ACTIVITY,9
23592748,caused,ACTIVITY,11
23592748,disruption,ACTIVITY,title
23618016,increasing,ACTIVITY,1
23618016,increases,ACTIVITY,4
23618016,bugs,ACTIVITY,4
23618016,decreased susceptibility,ACTIVITY,4
23618016,documented,ACTIVITY,5
23618016,increasing,ACTIVITY,title
23667484,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,1
23667484,blood,TARGET,3
23667484,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,3
23667484,circulating,ACTIVITY,3
23667484,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,4
23667484,blood,TARGET,6
23667484,octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23667484,detected,ACTIVITY,7
23667484,blood,TARGET,9
23667484,blood,TARGET,10
23667484,decreased,ACTIVITY,11
23667484,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,title
23671634,trenbolone,ENDOCRINE_DISRUPTING_CHEMICAL,3
23671634,affects,ACTIVITY,4
23671634,trenbolone,ENDOCRINE_DISRUPTING_CHEMICAL,7
23671634,affect,ACTIVITY,9
23716699,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23716699,disruption,ACTIVITY,1
23716699,changes,ACTIVITY,1
23716699,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23716699,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23716699,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,4
23716699,brain,TARGET,4
23716699,disrupt,ACTIVITY,4
23716699,brain,TARGET,5
23716699,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,5
23716699,changes,ACTIVITY,5
23716699,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,6
23716699,altered,ACTIVITY,6
23716699,changes,ACTIVITY,6
23716699,induced,ACTIVITY,8
23716699,disruption,ACTIVITY,8
23716699,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23716699,altered,ACTIVITY,9
23716699,mediated,ACTIVITY,9
23716699,increased,ACTIVITY,10
23716699,brain,TARGET,11
23716699,disruption,ACTIVITY,11
23716699,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23716699,disruption,ACTIVITY,title
23716699,changes,ACTIVITY,title
23728808,molecules,ACTIVITY,3
23728808,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,5
23728808,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23728808,estriol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23728808,ethynylestradiol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23728808,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23728808,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,5
23728808,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,7
23728808,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,7
23728808,estriol,ENDOCRINE_DISRUPTING_CHEMICAL,7
23736047,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23736047,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,6
23736047,acquisition,ACTIVITY,6
23736047,activate,ACTIVITY,7
23736047,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,8
23736047,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,8
23736047,inhibitory effects,ACTIVITY,8
23736047,inhibition,ACTIVITY,8
23736047,i.,ACTIVITY,8
23736047,inhibit,ACTIVITY,8
23736047,activate,ACTIVITY,8
23736047,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,9
23736047,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,10
23736047,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,10
23736047,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,11
23736047,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,11
23736047,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,11
23736047,effects,ACTIVITY,12
23736047,during,ACTIVITY,12
23736047,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,14
23736047,affect,ACTIVITY,14
23757601,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23757601,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23757601,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23757601,changes,ACTIVITY,2
23757601,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,4
23757601,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,5
23757601,accelerated,ACTIVITY,8
23757601,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23757601,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,11
23757601,increases,ACTIVITY,11
23757601,affected,ACTIVITY,11
23757601,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23764278,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23764278,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23764278,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23764278,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23764278,investigate,ACTIVITY,3
23764278,increased,ACTIVITY,7
23764278,decreased,ACTIVITY,7
23764278,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,8
23764278,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,10
23764278,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23785499,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,1
23785499,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,2
23785499,serum,TARGET,3
23785499,dehydroepiandrosterone,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,androstenedione,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,androstenediol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,dihydrotestosterone,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,chlordecone,ENDOCRINE_DISRUPTING_CHEMICAL,3
23785499,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,5
23785499,dihydrotestosterone,ENDOCRINE_DISRUPTING_CHEMICAL,7
23785499,androstenedione,ENDOCRINE_DISRUPTING_CHEMICAL,8
23785499,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,8
23785499,chlordecone,ENDOCRINE_DISRUPTING_CHEMICAL,9
23785499,blood,TARGET,10
23785499,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,10
23785499,determining,ACTIVITY,10
23785499,attributed,ACTIVITY,10
23785499,pattern,ACTIVITY,11
23785499,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,title
23788033,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23788033,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23788033,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,4
23788033,abnormalities,ACTIVITY,4
23788033,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,6
23788033,increase,ACTIVITY,6
23788033,decrease,ACTIVITY,6
23788033,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,8
23788033,ici 182780,ENDOCRINE_DISRUPTING_CHEMICAL,8
23788033,mediated,ACTIVITY,8
23788033,disruption,ACTIVITY,8
23788033,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23788033,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23791816,altered,ACTIVITY,7
23791816,altered,ACTIVITY,11
23798566,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23798566,implicate,ACTIVITY,3
23798566,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,4
23798566,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,4
23798566,alter,ACTIVITY,4
23798566,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,5
23798566,activity,ACTIVITY,5
23798566,increased,ACTIVITY,5
23798566,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,7
23798566,induced,ACTIVITY,8
23798566,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23798566,changes,ACTIVITY,9
23798566,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,10
23798566,changes,ACTIVITY,10
23798566,altered,ACTIVITY,10
23798566,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23870093,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23870093,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23870093,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23870093,containers,ACTIVITY,2
23870093,anxiety,ACTIVITY,2
23870093,associated,ACTIVITY,3
23870093,increased,ACTIVITY,6
23870093,increased,ACTIVITY,7
23870093,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23892310,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23892310,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23892310,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23892310,implicated,ACTIVITY,2
23892310,disease,ACTIVITY,2
23892310,liver,TARGET,4
23892310,decrease,ACTIVITY,4
23892310,resulted,ACTIVITY,6
23892310,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23892333,induce,ACTIVITY,2
23892333,increased,ACTIVITY,7
23911624,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23911624,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23911624,4-nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
23928317,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
23928317,inhibits,ACTIVITY,1
23928317,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
23928317,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
23928317,inhibits,ACTIVITY,2
23928317,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
23928317,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,4
23928317,ahr,TARGET,4
23928317,ahr,TARGET,5
23928317,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,6
23928317,diameters,ACTIVITY,6
23928317,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,7
23928317,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,7
23928317,inhibited,ACTIVITY,7
23928317,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,8
23928317,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
23928317,ahr,TARGET,9
23928317,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,9
23928317,inhibit,ACTIVITY,9
23928317,effects,ACTIVITY,9
23928317,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
23928317,inhibits,ACTIVITY,title
23934135,crizotinib,ENDOCRINE_DISRUPTING_CHEMICAL,1
23934135,inhibited,ACTIVITY,4
23934135,crizotinib,ENDOCRINE_DISRUPTING_CHEMICAL,5
23934135,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,5
23934135,crizotinib,ENDOCRINE_DISRUPTING_CHEMICAL,6
23934135,crizotinib,ENDOCRINE_DISRUPTING_CHEMICAL,7
23934135,detected,ACTIVITY,8
